Index,fault,section,age,dip_direct,slip_rate,slip_sense,scale,class,certainty,strike,cooperator,earthquake,ref_id,fault_url,fault_id,section_id,symbology,Shape_Leng,geometry
36,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,1600.37247515,"LINESTRING (-124.0691279999999 40.05187000000008, -124.0688049999999 40.0501340000001, -124.068436 40.04836200000003, -124.068154001 40.04650400000008, -124.0677619999999 40.04468300100011, -124.067518 40.04334099900014, -124.067216 40.0422440010001, -124.066969 40.04150600000013, -124.0667740009999 40.04102500000003)"
37,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,1448.69581317,"LINESTRING (-124.066628 40.04072800000006, -124.066241 40.03996699900011, -124.065653 40.03854900000007, -124.0652529999999 40.03737000100006, -124.0651049999999 40.03695400000004, -124.0650049989999 40.03667700000014, -124.0647209999999 40.03626300000008, -124.0644359999999 40.03585000000007, -124.0631509999999 40.03391900000003, -124.062346001 40.03278200000008, -124.0616859999999 40.03199200000012, -124.061449 40.0316470000001)"
38,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,310.222306354,"LINESTRING (-124.062516 40.03130500000002, -124.062452 40.03071200000011, -124.062457 40.03015499900009, -124.062486999 40.02964800000006, -124.062503 40.02938600000002, -124.0625410009999 40.02917600000008)"
39,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,126.48514406,"LINESTRING (-124.061846 40.03018300000011, -124.062152 40.02979400000009, -124.062435 40.02943900000005)"
40,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,147.669837799,"LINESTRING (-124.061509001 40.02956100000004, -124.061815 40.02917100000014, -124.062232001 40.02871000000009)"
41,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,147.476766927,"LINESTRING (-124.0612619999999 40.02888500000012, -124.0614829999999 40.02869000100002, -124.061878 40.02826300000001, -124.062007 40.02805200000005)"
42,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,561.793949041,"LINESTRING (-124.0619569999999 40.03045200000007, -124.0615719999999 40.02976100000004, -124.061231 40.02899900100009, -124.060926999 40.02795800000005, -124.0606769999999 40.02719500000007, -124.060617999 40.02674300000006)"
43,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,856.289923987,"LINESTRING (-124.0612149999999 40.03144200000009, -124.060366999 40.0304100000001, -124.0596559999999 40.02944600000009, -124.0592339999999 40.02896500000003, -124.059044 40.02869000100002, -124.0588959999999 40.02830900000004, -124.0588799989999 40.02778500000008, -124.0589439999999 40.02687700100008, -124.0590529999999 40.02603900100004)"
44,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,118.451924675,"LINESTRING (-123.696333 39.00769600000012, -123.6961389999999 39.00742900000011, -123.6959 39.00709700100002, -123.6958219999999 39.00697100000013)"
45,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,169.435821534,"LINESTRING (-123.6953099999999 39.00751200000007, -123.6950819999999 39.00730500000009, -123.6949759999999 39.00718900000007, -123.694832 39.00698200100005, -123.6947349999999 39.00677500000009, -123.6947029999999 39.00666000000011, -123.6946809999999 39.00646600000006)"
46,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,314.89219177,"LINESTRING (-123.6569479999999 38.95835600000007, -123.6575109999999 38.95909300000007, -123.657872 38.95951000000009, -123.658528 38.96017700000007)"
47,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,323.201895591,"LINESTRING (-123.649997 38.94797300000003, -123.651376 38.94915900100007, -123.651983999 38.94961800000006)"
48,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,4316.6650085,"LINESTRING (-123.649921 38.94794700000006, -123.6491450009999 38.9472230000001, -123.648294999 38.94628800000004, -123.647257001 38.94510900000003, -123.6459779999999 38.94341400000013, -123.6445659999999 38.94167000000009, -123.6427059999999 38.93962699900002, -123.641523 38.93827200000001, -123.640248 38.93705199900013, -123.637879 38.93507800100013, -123.635348 38.93289600000008, -123.6330139999999 38.93068600000002, -123.6260489999999 38.92425800000012)"
49,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,88.3832860513,"LINESTRING (-123.3445789999999 38.62597200000007, -123.3440549999999 38.625506)"
50,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,68.1428522203,"LINESTRING (-123.3440549999999 38.625506, -123.3436609999999 38.62514000000009)"
51,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,39.9080141693,"LINESTRING (-123.3436609999999 38.62514000000009, -123.343463999 38.62490600000012)"
52,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,251.913583477,"LINESTRING (-123.305200999 38.58546800000008, -123.30422 38.58449100000009, -123.3038249999999 38.58406400000011)"
53,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,519.312960169,"LINESTRING (-123.254195 38.53628100000001, -123.253231 38.53515700100009, -123.252807 38.53471700000006, -123.252195999 38.53417200000008, -123.251840001 38.53390600000004, -123.2512069999999 38.53350900000009)"
54,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,251.566433485,"LINESTRING (-123.253169999 38.53414400000015, -123.2534209999999 38.53464500000018, -123.253783 38.53545400000005, -123.253946 38.53580400000003)"
55,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,163.036832525,"LINESTRING (-123.2500839999999 38.53255800000002, -123.250386 38.53283700000009, -123.2505489999999 38.53297600100008, -123.250792 38.53316700000003, -123.251016 38.53331500000009, -123.251114 38.53336700000011)"
56,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,89.9354397207,"LINESTRING (-123.216486999 38.49872100000011, -123.215948 38.49825000000005)"
57,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,79.6574730855,"LINESTRING (-123.2156909989999 38.49875900000006, -123.215228 38.49833200000006)"
58,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,1788.88025607,"LINESTRING (-122.963147 38.22914300000014, -122.960472 38.22615799900014, -122.9592600009999 38.22476900000004, -122.958084 38.22344400000001, -122.956496 38.22178900000014, -122.955144 38.22027800000012, -122.9537899999999 38.21888200000013)"
59,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,14275.0015136,"LINESTRING (-122.876109999 38.13346599900007, -122.8838419999999 38.14163500000008, -122.88743 38.1456349990001, -122.8919010009999 38.1504519990001, -122.895287 38.15417700000008, -122.8973509999999 38.15651699900013, -122.8995339999999 38.15886600000003, -122.9018279999999 38.16138900000004, -122.904081 38.16385700000009, -122.906662001 38.16665700000011, -122.9091529999999 38.16941700000008, -122.9112919999999 38.17173800000005, -122.913083 38.17363600000009, -122.91567 38.17653900000006, -122.9185809999999 38.17975100000006, -122.9220669999999 38.18363200000007, -122.9252259999999 38.18707600000005, -122.927973 38.19018900000007, -122.930483 38.19301900000005, -122.9329899999999 38.19578000000011, -122.935253 38.19833700000009, -122.9377709989999 38.20108000000013, -122.9410459999999 38.20470500000003, -122.9438959989999 38.20790200000003, -122.945995 38.21027400000002, -122.9474919999999 38.21198600000005, -122.948804001 38.21341900000015, -122.9507599999999 38.21542500000009)"
60,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,182.665173992,"LINESTRING (-122.950305 38.21555100000009, -122.9499389999999 38.21512800000006, -122.949702001 38.21488500000005, -122.949556 38.21474700100001, -122.949307 38.21453000000011)"
61,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,1455.5603341,"LINESTRING (-122.8760469999999 38.13346000000008, -122.874825 38.13219300000005, -122.8737179999999 38.13080800000004, -122.872696 38.1293910000001, -122.8709439999999 38.12743999900005, -122.869741 38.12618500000016, -122.8693150009999 38.1257400000001, -122.869204 38.12538200000012, -122.868830999 38.12492400100014)"
62,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,730.347472794,"LINESTRING (-122.864987 38.120712, -122.8671929989999 38.12324700000003, -122.868249 38.1243750000001, -122.8686819999999 38.12480000000014, -122.868753999 38.12493200000004)"
63,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,5113.9032188,"LINESTRING (-122.862335 38.11771600000008, -122.8583619999999 38.11356900000002, -122.8562759989999 38.11133400000011, -122.853563 38.10840500100003, -122.846185 38.1003850000001, -122.839919 38.09317000000004, -122.838066 38.09109300000011, -122.835463001 38.08840300000004)"
64,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,147.812029434,"LINESTRING (-122.8329439999999 38.0885780000001, -122.833043 38.08868700000005, -122.8332129999999 38.08890300000012, -122.8335039999999 38.08929699900008, -122.833653999 38.08946000000008)"
65,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,806.876010363,"LINESTRING (-122.690994 37.92292900000007, -122.6936439999999 37.92569600000012, -122.694798999 37.92683400000013, -122.6954629999999 37.92742800000013)"
66,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,1046.54926456,"MULTILINESTRING ((-122.682356001 37.91391100000004, -122.6837749999999 37.91536700000014, -122.685038 37.9166510000001, -122.686322 37.91808300000002, -122.687197 37.91893000000011), (-122.687757001 37.91948500000012, -122.688599 37.92037200000008))"
67,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,100.098237275,"LINESTRING (-122.687197 37.91893000000011, -122.687757001 37.91948500000012)"
68,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,448.42419463,"MULTILINESTRING ((-122.676971 37.9079990000001, -122.677729 37.90891500000004, -122.6785179999999 37.90976399900013), (-122.6792880009999 37.910518, -122.680145 37.91129700000011))"
