Index,fault,section,age,dip_direct,slip_rate,slip_sense,scale,class,certainty,strike,cooperator,earthquake,ref_id,fault_url,fault_id,section_id,symbology,Shape_Leng,geometry
18,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Inferred,138.569630481,"LINESTRING (-124.062671 40.02507100000005, -124.062529 40.02412400000001)"
19,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Inferred,156.091816784,"LINESTRING (-124.0604530009999 40.02521500000014, -124.0603079999999 40.02414700000005)"
20,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Inferred,43.0711138809,"LINESTRING (-124.0591469999999 40.02510100000004, -124.059183 40.0248060000001)"
21,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Inferred,135.828571284,"LINESTRING (-124.059092001 40.02404900100008, -124.058974001 40.02311900000012)"
22,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Inferred,94.0480096659,"LINESTRING (-124.0588389999999 40.02236200000007, -124.058683999 40.02172600000007)"
23,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,79.8677446002,"LINESTRING (-124.077471 40.04578300000005, -124.077867 40.04624100000012)"
24,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,96.4095345,"LINESTRING (-124.0744819989999 40.04202400000006, -124.0740599999999 40.04144500000012)"
25,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,77.5794499126,"LINESTRING (-124.071881 40.03835200000005, -124.072188 40.03883100100018)"
26,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,818.55149916,"LINESTRING (-124.069844 40.05473000000006, -124.0699859999999 40.05495200000013, -124.0701789999999 40.05539700000006, -124.07048 40.05642700000006, -124.070545 40.05706500100009, -124.070679999 40.05780400000004, -124.0710099999999 40.05902400000011, -124.071316 40.06022600100002)"
27,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,77.4582516356,"LINESTRING (-124.070399 40.03617000000008, -124.070048 40.03571000100011)"
28,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,406.954002925,"LINESTRING (-124.0696319999999 40.03608700000014, -124.068976 40.03516700000011, -124.068345 40.03435000000012, -124.0680410009999 40.03394200000007, -124.06783 40.03365200000006)"
29,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,462.96496301,"LINESTRING (-124.062553 40.02904399900007, -124.062624999 40.02845700100007, -124.062738 40.02776400000012, -124.0628950009999 40.02700200000005, -124.0629229999999 40.02644900100006, -124.0628370009999 40.02588100000002)"
30,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,91.6736414499,"LINESTRING (-124.0605529999999 40.02649100000018, -124.060465 40.02586400100007)"
31,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Moderately Constrained,76.4029125173,"LINESTRING (-124.05908 40.0258200000001, -124.059133 40.02529600000006)"
32,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,147.760069132,"LINESTRING (-124.0773 40.04557000000003, -124.0765929999999 40.04471000000013)"
33,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,287.87003337,"LINESTRING (-124.07172 40.03808900100009, -124.0714829999999 40.03774399900005, -124.071293 40.03746899900011, -124.070911 40.03684900000013, -124.070720999 40.03660700100012, -124.0705309999999 40.0363320000001)"
34,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,224.576220289,"LINESTRING (-124.069666 40.05411700100014, -124.069655 40.05376800000003, -124.069643 40.05335000000008, -124.0697649999999 40.05289400000002, -124.069938 40.05261200000007)"
35,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,347.182270183,"LINESTRING (-124.069793 40.05450700000007, -124.069621001 40.05411800000014, -124.0694699999999 40.0536320000001, -124.069262 40.05279799900004, -124.0691969989999 40.05217200000003)"
36,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,1600.37247515,"LINESTRING (-124.0691279999999 40.05187000000008, -124.0688049999999 40.0501340000001, -124.068436 40.04836200000003, -124.068154001 40.04650400000008, -124.0677619999999 40.04468300100011, -124.067518 40.04334099900014, -124.067216 40.0422440010001, -124.066969 40.04150600000013, -124.0667740009999 40.04102500000003)"
37,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,1448.69581317,"LINESTRING (-124.066628 40.04072800000006, -124.066241 40.03996699900011, -124.065653 40.03854900000007, -124.0652529999999 40.03737000100006, -124.0651049999999 40.03695400000004, -124.0650049989999 40.03667700000014, -124.0647209999999 40.03626300000008, -124.0644359999999 40.03585000000007, -124.0631509999999 40.03391900000003, -124.062346001 40.03278200000008, -124.0616859999999 40.03199200000012, -124.061449 40.0316470000001)"
38,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,310.222306354,"LINESTRING (-124.062516 40.03130500000002, -124.062452 40.03071200000011, -124.062457 40.03015499900009, -124.062486999 40.02964800000006, -124.062503 40.02938600000002, -124.0625410009999 40.02917600000008)"
39,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,126.48514406,"LINESTRING (-124.061846 40.03018300000011, -124.062152 40.02979400000009, -124.062435 40.02943900000005)"
40,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,147.669837799,"LINESTRING (-124.061509001 40.02956100000004, -124.061815 40.02917100000014, -124.062232001 40.02871000000009)"
41,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,147.476766927,"LINESTRING (-124.0612619999999 40.02888500000012, -124.0614829999999 40.02869000100002, -124.061878 40.02826300000001, -124.062007 40.02805200000005)"
42,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,561.793949041,"LINESTRING (-124.0619569999999 40.03045200000007, -124.0615719999999 40.02976100000004, -124.061231 40.02899900100009, -124.060926999 40.02795800000005, -124.0606769999999 40.02719500000007, -124.060617999 40.02674300000006)"
43,San Andreas fault zone,Shelter Cove Section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,unspecified,A,Good,N12Â°W,California Geological Survey,San Francisco earthquake,1a,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=a,1,a,historic Well Constrained,856.289923987,"LINESTRING (-124.0612149999999 40.03144200000009, -124.060366999 40.0304100000001, -124.0596559999999 40.02944600000009, -124.0592339999999 40.02896500000003, -124.059044 40.02869000100002, -124.0588959999999 40.02830900000004, -124.0588799989999 40.02778500000008, -124.0589439999999 40.02687700100008, -124.0590529999999 40.02603900100004)"
44,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,118.451924675,"LINESTRING (-123.696333 39.00769600000012, -123.6961389999999 39.00742900000011, -123.6959 39.00709700100002, -123.6958219999999 39.00697100000013)"
45,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,169.435821534,"LINESTRING (-123.6953099999999 39.00751200000007, -123.6950819999999 39.00730500000009, -123.6949759999999 39.00718900000007, -123.694832 39.00698200100005, -123.6947349999999 39.00677500000009, -123.6947029999999 39.00666000000011, -123.6946809999999 39.00646600000006)"
46,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,314.89219177,"LINESTRING (-123.6569479999999 38.95835600000007, -123.6575109999999 38.95909300000007, -123.657872 38.95951000000009, -123.658528 38.96017700000007)"
47,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,323.201895591,"LINESTRING (-123.649997 38.94797300000003, -123.651376 38.94915900100007, -123.651983999 38.94961800000006)"
48,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,4316.6650085,"LINESTRING (-123.649921 38.94794700000006, -123.6491450009999 38.9472230000001, -123.648294999 38.94628800000004, -123.647257001 38.94510900000003, -123.6459779999999 38.94341400000013, -123.6445659999999 38.94167000000009, -123.6427059999999 38.93962699900002, -123.641523 38.93827200000001, -123.640248 38.93705199900013, -123.637879 38.93507800100013, -123.635348 38.93289600000008, -123.6330139999999 38.93068600000002, -123.6260489999999 38.92425800000012)"
49,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,88.3832860513,"LINESTRING (-123.3445789999999 38.62597200000007, -123.3440549999999 38.625506)"
50,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,68.1428522203,"LINESTRING (-123.3440549999999 38.625506, -123.3436609999999 38.62514000000009)"
51,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,39.9080141693,"LINESTRING (-123.3436609999999 38.62514000000009, -123.343463999 38.62490600000012)"
52,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,251.913583477,"LINESTRING (-123.305200999 38.58546800000008, -123.30422 38.58449100000009, -123.3038249999999 38.58406400000011)"
53,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,519.312960169,"LINESTRING (-123.254195 38.53628100000001, -123.253231 38.53515700100009, -123.252807 38.53471700000006, -123.252195999 38.53417200000008, -123.251840001 38.53390600000004, -123.2512069999999 38.53350900000009)"
54,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,251.566433485,"LINESTRING (-123.253169999 38.53414400000015, -123.2534209999999 38.53464500000018, -123.253783 38.53545400000005, -123.253946 38.53580400000003)"
55,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,163.036832525,"LINESTRING (-123.2500839999999 38.53255800000002, -123.250386 38.53283700000009, -123.2505489999999 38.53297600100008, -123.250792 38.53316700000003, -123.251016 38.53331500000009, -123.251114 38.53336700000011)"
56,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,89.9354397207,"LINESTRING (-123.216486999 38.49872100000011, -123.215948 38.49825000000005)"
57,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,79.6574730855,"LINESTRING (-123.2156909989999 38.49875900000006, -123.215228 38.49833200000006)"
58,San Andreas fault zone,North Coast section,historic,Vertical,Greater than 5.0 mm/yr,Right lateral,"1:24,000",A,Poor,N36Â°W,California Geological Survey,San Francisco earthquake,1b,https://earthquake.usgs.gov/cfusion/qfault/show_report_AB_archive.cfm?fault_id=1&section_id=b,1,b,historic Inferred,1788.88025607,"LINESTRING (-122.963147 38.22914300000014, -122.960472 38.22615799900014, -122.9592600009999 38.22476900000004, -122.958084 38.22344400000001, -122.956496 38.22178900000014, -122.955144 38.22027800000012, -122.9537899999999 38.21888200000013)"
